Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,Side Stream
"Beans, Dry, Flor de Mayo (0% moisture)",,23.3,0.86,,,4.0,,,"Beans, Dry, Flor de Mayo, 443 (0% moisture)"
"Beans, Dry, Brown (0% moisture)",,25.6,1.12,,,4.1,,,"Beans, Dry, Brown, 351 (0% moisture)"
"Beans, Dry, Tan (0% moisture)",,26.8,1.14,,,4.4,,,"Beans, Dry, Tan, 540 (0% moisture)"
"Beans, Dry, Light Tan (0% moisture)",,24.6,1.28,,,4.3,,,"Beans, Dry, Light Tan, 11F-8086 (0% moisture)"
"Beans, Dry, Carioca (0% moisture)",,25.2,1.44,,,4.5,,,"Beans, Dry, Carioca, 11F-8104 (0% moisture)"
"Beans, Dry, Cranberry (0% moisture)",,24.4,1.23,,,4.3,,,"Beans, Dry, Cranberry, 378 (0% moisture)"
"Beans, Dry, Light Red Kidney (0% moisture)",,25.0,1.03,,,4.5,,,"Beans, Dry, Light Red Kidney, 11F-8186 (0% moisture)"
"Beans, Dry, Pink (0% moisture)",,23.4,1.2,,,4.1,,,"Beans, Dry, Pink, 752 (0% moisture)"
"Beans, Dry, Dark Red Kidney (0% moisture)",,25.9,1.31,,,4.3,,,"Beans, Dry, Dark Red Kidney, 11F-8074 (0% moisture)"
"Beans, Dry, Navy (0% moisture)",,24.1,1.51,,,4.3,,,"Beans, Dry, Navy, 313 (0% moisture)"
"Beans, Dry, Small White (0% moisture)",,24.5,1.32,,,4.3,,,"Beans, Dry, Small White, 11F-8057 (0% moisture)"
"Beans, Dry, Small Red (0% moisture)",,23.5,1.28,,,4.1,,,"Beans, Dry, Small Red, 240 (0% moisture)"
"Beans, Dry, Black (0% moisture)",,24.4,1.45,,,4.2,,,"Beans, Dry, Black, 553 (0% moisture)"
"Beans, Dry, Pinto (0% moisture)",,23.7,1.24,,,4.1,,,"Beans, Dry, Pinto, 696 (0% moisture)"
"Beans, Dry, Great Northern (0% moisture)",,24.7,1.24,,,4.3,,,"Beans, Dry, Great Northern, 337 (0% moisture)"
"Broccoli, raw",90.0,2.57,0.34,6.27,1.4,2.4,,0.83,"Broccoli, Region 3, Pure Composite, CY0107A"
"Ketchup, restaurant",68.5,1.11,0.55,26.8,21.8,,,3.02,IHOP - KETCHUP (WAVE 22D)
"Onions, red, raw",88.6,0.94,0.1,9.93,5.76,2.2,,0.43,"ONIONS, RED"
"Onions, yellow, raw",90.1,0.83,0.05,8.61,5.82,1.9,,0.41,"ONIONS, YELLOW"
"Garlic, raw",63.1,6.62,0.38,28.2,,2.7,,1.71,GARLIC
"Flour, soy, defatted",6.24,51.1,3.33,32.9,,,,6.45,"FLOUR, SOY (DEFATTED)"
"Flour, soy, full-fat",7.85,38.6,20.7,27.9,,,,4.92,"FLOUR, SOY, FULL FAT"
"Onions, white, raw",91.3,0.89,0.13,7.68,5.76,1.2,,,"ONIONS, WHITE"
"Bananas, overripe, raw",78.3,0.73,0.22,20.1,15.8,1.7,,0.67,"BANANAS, OVERRIPE"
"Bananas, ripe and slightly ripe, raw",75.3,0.74,0.29,23.0,15.8,1.7,,0.7,"BANANAS, SLIGHTLY RIPE, MEDIUM SIZE "
"Apples, red delicious, with skin, raw",84.67,0.1875,0.2125,14.7817,12.2205,2.043,,0.1483,"APPLES, RED DELICIOUS, WITH SKIN, RAW"
"Apples, fuji, with skin, raw",83.61,0.1484375,0.1625,15.6511625,13.331,2.075,,0.4279,"APPLES, FUJI, WITH SKIN, RAW"
"Apples, gala, with skin, raw",84.65,0.1328125,0.15,14.7680875,11.8325,2.109,,0.2991,"APPLES, GALA, WITH SKIN, RAW"
"Apples, granny smith, with skin, raw",85.14,0.265625,0.1375,14.142975,10.6505,2.514,,0.3139,"APPLES, GRANNY SMITH, WITH SKIN, RAW"
"Apples, honeycrisp, with skin, raw",85.03,0.1015625,0.1,14.6819375,12.369,1.721,,0.0865,"APPLES, HONEYCRISP, WITH SKIN, RAW"
"Mushroom, lion's mane",88.57,2.5,0.2563,7.5897,,4.376,,1.084,"MUSHROOMS, LIONS MANE"
"Mushroom, oyster",89.24,2.89875,0.1875,6.94125,,2.85,,0.7325,"MUSHROOMS, OYSTER"
"Mushrooms, shiitake",88.6,2.414375,0.195,8.170625,,4.166,,0.62,"MUSHROOMS, SHIITAKE"
"Mushrooms, white button",91.83,2.890625,0.3708,4.079375,,1.717,,0.8292,"MUSHROOMS, WHITE BUTTON"
"Soy milk, unsweetened, plain, shelf stable",92.4,3.546875,2.125,1.293125,0.5569,,,0.635,"SOY MILK, UNSWEETENED, PLAIN, SHELF STABLE"
"Spinach, baby",92.52,2.851875,0.6188,2.406325,,1.558,,1.603,"SPINACH, BABY"
"Spinach, mature",92.43,2.90625,0.6044,2.64135,,1.588,,1.418,"SPINACH, REGULAR (MATURE)"
"Tomato, roma",94.73,0.695625,0.425,3.837475,,0.9706,,0.3119,"TOMATOES, ROMA"
"Apple juice, with added vitamin C, from concentrate, shelf stable",88.14,0.0859375,0.2863,11.3639625,10.295,,,0.1238,"APPLE JUICE FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE"
"Orange juice, no pulp, not fortified, from concentrate, refrigerated",88.25,0.734375,0.325,10.340625,8.276,,,0.35,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED, FROM CONCENTRATE"
"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",83.71,0.2578125,0.2875,15.6227875,14.036,,,0.1219,"GRAPE JUICE, PURPLE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE"
"Grape juice, white, with added vitamin C, from concentrate, shelf stable",83.66,0.09375,0.265,15.84375,14.446,,,0.1375,"GRAPE JUICE, WHITE, FROM CONCENTRATE WITH ADDED VITAMIN C, SHELF STABLE"
"Cranberry juice, not fortified, from concentrate, shelf stable",92.3,,0.3375,7.26375,3.413,,,0.09875,"CRANBERRY JUICE, SHELF STABLE, FROM CONCENTRATE, NOT FORTIFIED"
"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",89.84,0.5703125,0.2669,9.1021875,7.116,,,0.2206,"GRAPEFRUIT JUICE, RED, REFRIGERATED, NOT FORTIFIED, NOT FROM CONCENTRATE"
"Tomato juice, with added ingredients, from concentrate, shelf stable",93.6,0.859375,0.2875,4.320625,2.567,,,0.9325,"TOMATO JUICE, SHELF STABLE, FROM CONCENTRATE, WITH ADDED INGREDIENTS"
"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",88.48,0.8125,0.3563,10.0124,8.077,,,0.3388,"ORANGE JUICE, REFRIGERATED, NO PULP, NOT FORTIFIED"
"Mushroom, portabella",91.48,2.75,0.3117,4.6583,,1.879,,0.8,"mushrooms, portabella"
"Mushroom, king oyster",88.13,2.40625,0.3075,8.50065,,3.009,,0.6556,"mushrooms, king oyster"
"Mushroom, enoki",88.29,2.416875,0.245,8.141425,,2.945,,0.9067,"mushrooms, enoki"
"Mushroom, crimini",91.82,3.09375,0.1967,4.01455,,1.781,,0.875,"mushrooms, crimini"
"Mushroom, maitake",90.37,2.203125,0.265,6.604375,,3.071,,0.5575,"mushrooms, maitake"
"Mushroom, beech",89.85,2.18,0.4494,6.7593,,3.139,,0.7613,"mushrooms, hon-shimiji (beech), white"
"Mushroom, pioppini",89.56,3.5,0.24,5.7637,,2.753,,0.9363,"mushrooms, pioppini"
"Soy milk, sweetened, plain, refrigerated",91.52,2.776875,1.957,2.996125,,,,0.75,"soy milk, refrigerated, sweetened"
"Carrots, mature, raw",87.72,0.94125,0.3506,10.26755,,3.095,,0.7206,"carrots, mature, raw"
"Carrots, baby, raw",89.3,0.805,0.1375,9.0787,,2.694,,0.6788,"carrots, baby, raw, peeled"
"Peppers, bell, green, raw",94.12,0.715,0.1063,4.7781,,0.9419,,0.2806,"peppers, bell, green, raw"
"Peppers, bell, yellow, raw",92.08,0.819375,0.1211,6.601725,,1.071,,0.3778,"peppers, bell, yellow, raw"
"Peppers, bell, red, raw",91.93,0.895625,0.1256,6.653175,,1.158,,0.3956,"peppers, bell, red, raw"
"Peppers, bell, orange, raw",91.88,0.881875,0.1556,6.703125,,0.9674,,0.3794,"peppers, bell, orange, raw, mini "
"Flour, almond",4.316,26.24375,50.23,16.24925,,9.266,,2.961,"Flour, almond, blanched"
"Flour, potato",8.281,8.1125,0.9513,79.9422,,5.401,,2.713,"Flour, potato"
"Peanut butter, creamy",1.104,23.99124,49.43,22.70376,,6.323,,2.771,"peanut butter, creamy"
"Sesame butter, creamy",0.6056,19.7054,62.4,14.179,,8.372,,3.11,"sesame seed butter (tahini), creamy"
"Almond butter, creamy",1.751,20.78734,53.04,21.23666,,9.718,,3.185,"almond butter, creamy"
"Flaxseed, ground",6.804,18.0359,37.28,34.3551,,23.13,,3.525,ground flaxseed meal
"Lettuce, iceberg, raw",95.5,0.7425,0.07375,3.36875,,,,0.315,"Lettuce, iceberg, raw"
"Lettuce, romaine, green, raw",94.29,0.976875,0.07125,4.055575,,,,0.6063,"Lettuce, romaine, green, raw"
"Lettuce, leaf, red, raw",95.05,0.883125,0.1063,3.260575,,,,0.7,"Lettuce, leaf, red, raw"
"Lettuce, leaf, green, raw",94.01,1.09375,0.1563,4.06615,,,,0.6738,"Lettuce, leaf, green, raw"
"Nuts, pine nuts, raw",1.925,15.7039,61.27,18.5921,,3.941,,2.509,"Nuts, pine nuts, raw"
"Nuts, almonds, whole, raw",4.261,21.45038,51.09,20.03462,,10.78,,3.164,"Nuts, almonds, raw, whole"
"Nuts, walnuts, English, halves, raw",3.145,14.5644,69.74,10.9096,,5.21,,1.641,"Nuts, walnuts, English, raw, halves"
"Nuts, pecans, halves, raw",2.623,9.9587,73.28,12.6993,,5.793,,1.439,"Nuts, pecans, raw, halves"
"Pineapple, raw",84.99,0.4609375,0.2113,14.0914625,11.42,0.9346,,0.2463,"Pineapple, raw"
"Cherries, sweet, dark red, raw",82.18,1.039375,0.1925,16.163125,13.872,,,0.425,"Cherries, dark red, sweet, raw"
"Beans, snap, green, raw",89.66,1.96875,0.275,7.41245,2.3338,3.011,,0.6838,"Green beans, raw"
"Potatoes, russet, without skin, raw",78.61,2.27375,0.36,17.77125,0.5263,,,0.985,"Potatoes, russet, without skin, raw"
"Potatoes, red, without skin, raw",80.47,2.0625,0.2475,16.27,0.6639,,,0.95,"Potatoes, red, without skin, raw"
"Potatoes, gold, without skin, raw",81.07,1.8125,0.2638,15.9624,0.6451,,,0.8913,"Potatoes, gold, without skin, raw"
"Sweet potatoes, orange flesh, without skin, raw",79.54,1.578125,0.375,17.327875,6.0588,,,1.179,"Sweet Potatoes, Orange Flesh, without skin, Raw"
"Celery, raw",95.2,0.4921875,0.1625,3.3165125,,,,0.8288,"celery, raw"
"Cucumber, with peel, raw",95.87,0.625,0.1775,2.9525,,,,0.375,"cucumber, with skin, raw"
"Cabbage, green, raw",91.87,0.96125,0.2275,6.38375,,,,0.5575,"cabbage, green, raw"
"Cabbage, red, raw",91.14,1.2425,0.2138,6.7899,,,,0.6138,"cabbage, red, raw"
"Strawberries, raw",90.83,0.640625,0.22,7.964375,4.862,,,0.345,"strawberries, fresh, raw"
"Raspberries, raw",85.55,1.008125,0.1875,12.904375,2.6759,,,0.35,"raspberries, fresh, raw"
"Blueberries, raw",84.19,0.703125,0.3063,14.571775,9.356,,,0.2288,"blueberries, fresh, raw"
"Grapes, red, seedless, raw",78.19,0.914375,0.1638,20.196825,17.341,,,0.535,"grapes, red, seedless, fresh, raw"
"Grapes, green, seedless, raw",79.88,0.89875,0.2325,18.60375,16.133,,,0.385,"grapes, green, seedless, fresh, raw"
"Applesauce, unsweetened, with added vitamin C",87.1,0.2734375,0.1625,12.2615625,9.663,,,0.2025,"applesauce, unsweetened, with vit C added"
"Flour, cassava",10.56,0.918225,0.4938,87.312975,,4.834,,0.715,cassava flour
"Nuts, brazilnuts, raw",2.265,15.03684,57.43,21.64216,,5.984,,3.626,"brazil nuts, raw"
"Nuts, cashew nuts, raw",4.811,17.4423,38.86,36.2887,,4.104,,2.598,"cashews, raw"
"Nuts, hazelnuts or filberts, raw",4.309,13.4938,53.49,26.5012,,8.41,,2.206,"hazelnuts, raw"
"Peanuts, raw",4.816,23.205,43.28,26.498,,8.014,,2.201,"peanuts, raw"
"Flour, chestnut",7.326,5.28675,4.636,80.45025,,8.711,,2.301,chestnut flour
"Nuts, macadamia nuts, raw",1.829,7.7857,64.93,24.0943,,7.563,,1.361,"macadamia nuts, raw"
"Nuts, pistachio nuts, raw",3.95,20.5057,45.02,27.6943,,6.969,,2.83,"pistachio nuts, raw"
"Seeds, pumpkin seeds (pepitas), raw",6.621,29.9079,40.03,18.6751,,5.079,,4.766,"pumpkin seeds (pepitas), raw"
"Seeds, sunflower seed, kernel, raw",4.873,18.8733,48.44,24.5007,,7.215,,3.313,"sunflower seed kernels, raw"
"Flour, coconut",4.69,16.1385,15.28,58.9025,,34.24,,4.989,coconut flour
"Beans, cannellini, dry",12.3,21.5625,2.199,59.7955,,,,4.143,"beans, cannellini, dry"
"Chickpeas, (garbanzo beans, bengal gram), dry",8.774,21.275,6.274,60.358,,,,3.319,"beans, chickpeas/garbanzos, dry"
"Lentils, dry",9.451,23.56875,1.925,62.17125,,,,2.884,"lentils, dry"
"Blackeye pea, dry",11.01,21.225,2.419,61.836,,,,3.51,"blackeye pea, dry"
"Beans, black, canned, sodium added, drained and rinsed",70.79,6.9125,1.273,19.8135,,,,1.211,"beans, black, canned, sodium added"
"Beans, navy, canned, sodium added, drained and rinsed",70.96,6.56875,1.398,19.98325,,,,1.09,"beans, navy, canned, sodium added"
"Beans, cannellini, canned, sodium added, drained and rinsed",71.53,7.4125,1.169,18.8185,,,,1.07,"beans, cannellini, canned, sodium added"
"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",68.59,7.01875,3.096,20.32025,,,,0.975,"beans, chick peas/garbanzos, canned, sodium added"
"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",68.82,7.8,1.256,21.03,,,,1.094,"beans, kidney, dark red, canned, sodium added, sugar added"
"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",68.93,7.30625,1.299,21.44675,,,,1.018,"beans, kidney, light red, canned, sodium added, sugar added"
"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",80.53,4.734375,1.153,12.707625,,,,0.875,"peas, green, sweet, canned, sodium added, sugar added"
"Beans, pinto, canned, sodium added, drained and rinsed",71.33,6.69375,1.266,19.60025,,,,1.11,"beans, pinto, canned, sodium added"
"Blackeye pea, canned, sodium added, drained and rinsed",71.62,6.925,1.296,19.1659,,,,0.9931,"beans, blackeye pea, canned, sodium added"
"Beans, great northern, canned, sodium added, drained and rinsed",71.16,7.03125,1.266,19.32875,,,,1.214,"beans, great northern, canned, sodium added"
"Squash, summer, green, zucchini, includes skin, raw",95.01,0.984375,0.205,3.27,,0.7525,,0.54,"Squash, zucchini, raw"
"Squash, summer, yellow, includes skin, raw",94.05,0.890625,0.135,4.39,,0.9563,,0.5275,"Squash, yellow, raw"
"Squash, winter, butternut, raw",87.32,1.14875,0.1675,10.50745,,1.959,,0.8563,"Squash, butternut, raw"
"Squash, winter, acorn, raw",87.22,1.25,0.1825,10.48,,2.635,,0.8675,"Squash, acorn, raw"
"Cabbage, bok choy, raw",94.54,1.02375,0.2338,3.51495,,1.259,,0.6875,"Bok choy, regular (not baby), raw"
"Cauliflower, raw",92.72,1.640625,0.2375,4.723075,,1.948,,0.6788,"Cauliflower, raw"
"Collards, raw",87.51,2.96875,0.77,7.02225,,3.816,,1.729,"Collards, raw"
"Brussels sprouts, raw",84.62,3.984375,0.565,9.615625,,4.785,,1.215,"Brussels sprouts, raw"
"Beets, raw",88.16,1.6875,0.3025,8.787,5.1015,3.119,,1.063,"Beets, raw"
"Eggplant, raw",93.11,0.851875,0.12,5.399325,2.354,2.448,,0.5188,"Eggplant, Italian, raw"
"Tomatoes, whole, canned, solids and liquids, with salt added",93.93,0.8675,0.2063,4.2874,2.613,0.8725,,0.7088,"tomatoes, whole, canned, solids and liquids, with salt added"
"Tomato, sauce, canned, with salt added",90.21,1.351875,0.3825,6.331625,3.517,1.636,,1.724,"tomato, sauce, canned, with salt added"
"Tomato, paste, canned, without salt added",71.93,4.234375,0.7325,20.188125,11.693,4.704,,2.915,"tomato, paste, canned, without salt added"
"Tomatoes, crushed, canned",89.94,1.4375,0.3975,7.137,3.744,1.944,,1.088,"tomatoes, crushed, canned, salt added"
"Tomato, puree, canned",89.11,1.578125,0.265,8.036875,4.313,1.971,,1.01,"tomato, puree, canned, no salt added"
"Apricot, with skin, raw",87.88,0.96125,0.405,10.23875,6.25,1.51,,0.515,"Apricot, with skin, pitted, raw"
"Melons, honeydew, raw",90.59,0.53125,0.2163,8.14995,7.029,,,0.5125,"Melons, honeydew, flesh only, raw"
"Plantains, ripe, raw",66.06,1.15625,0.8933,30.95215,14.243,2.125,,0.9383,"Plantains, yellow, ripe, peeled, raw"
"Plantains, underripe, raw",63.59,1.229375,0.685,33.587325,2.412,2.53,,0.9083,"Plantains, green, unripe, peeled, raw"
"Arugula, baby, raw",90.94,1.64875,0.325,5.36825,,2.28,,1.718,"Arugula, baby, raw"
"Asparagus, green, raw",92.57,1.4375,0.2163,5.1012,,1.883,,0.675,"Asparagus, green, whole spear, raw"
"Avocado, Hass, peeled, raw",67.0,1.8125,20.31,8.3235,,,,2.554,"Avocado, Hass, peeled, pit removed, raw"
"Corn, sweet, yellow and white kernels,  fresh, raw",80.25,2.789375,1.626,14.689625,7.372,2.428,,0.645,"Corn, sweet, yellow and white kernels, husked, kernels cut off, raw"
"Kiwifruit (kiwi), green, peeled, raw",83.83,1.008125,0.64,13.818075,8.5568,2.129,,0.7038,"Kiwifruit (kiwi), green, peeled, raw"
"Mandarin, seedless, peeled, raw",84.65,1.039375,0.4575,13.421825,9.116,1.328,,0.4313,"Mandarin, seedless, peeled, raw"
"Mango, Tommy Atkins, peeled, raw",83.2,0.5625,0.5725,15.265,10.698,1.753,,0.4,"Mango, Tommy Atkins, peeled, pit removed, raw"
"Mango, Ataulfo, peeled, raw",80.79,0.6875,0.6813,17.3962,11.1,1.289,,0.445,"Mango, Ataulfo, peeled, pit removed, raw"
"Pear, Anjou, green, with skin, raw",84.27,0.3125,0.3713,14.7674,7.79871,2.636,,0.2788,"Pear, Anjou, green, with skin, seeded, core removed, raw"
"Plum, black, with skin, raw",84.94,0.578125,0.2825,13.455575,7.964,1.346,,0.7438,"Plum, black, with skin, pitted, raw"
"Plantains, overripe, raw",67.71,1.166875,0.99,29.191425,19.16633,1.792,,0.9417,"Plantains, black, overripe, peeled, raw"
"Pawpaw, peeled, seeded, raw",76.25,1.151875,,,14.12714,,,0.4836,"pawpaw, peeled, seeded, raw"
"Squash, pie pumpkin, peeled, seeded, raw",90.57,0.854375,,,4.1353,,,0.9802,"Squash, pie pumpkin, peeled, seeded, raw"
"Squash, spaghetti, peeled, seeded, raw",92.78,0.791875,,,4.0085,,,0.5881,"Squash, spaghetti, peeled, seeded, raw"
"Rutabaga, peeled, raw",88.63,0.8875,,,6.0133,,,0.6325,"Rutabaga, peeled, raw"
"Blackberries, raw",86.45,1.52625,,,6.52125,,,0.4244,"Blackberries, raw"
"Tomatillos, dehusked, raw",92.64,1.064375,,,2.8678,,,0.5044,"Tomatillos, dehusked, raw"
"Cabbage, napa, leaf, destemmed, raw",94.24,1.06375,,,2.76675,,,0.5563,"Cabbage, napa, leaf, destemmed, raw"
"Leeks, bulb and greens, root removed, raw",87.43,1.4675,,,3.1485,,,0.8188,"Leeks, bulb and greens, root removed, raw"
"Green onion, (scallion), bulb and greens, root removed, raw",91.67,0.66875,,,2.618,,,0.6269,"Green onion, (scallion), bulb and greens, root removed, raw"
"Shallots, bulb, peeled, root removed, raw",83.47,1.3775,,,4.351,,,0.6319,"Shallots, bulb, peeled, root removed, raw"
"Juice, prune, shelf-stable",81.31,0.422625,,,14.8125,,,0.461,"Juice, prune, water extract of dried prunes, from concentrate, shelf-stable "
"Juice, pomegranate, from concentrate, shelf-stable",84.08,,,,13.27675,,,0.4013,"Juice, pomegranate, from concentrate, shelf-stable"
"Juice, tart cherry, from concentrate, shelf-stable",85.7,0.1465625,,,10.87075,,,0.4225,"Juice, tart cherry, from concentrate, shelf-stable"
